69.28,30.72,0.6361,0.7494,0.7174,0.2506,0.6743,0.388,0.3855
69.88,30.12,0.6434,0.7542,0.7236,0.2458,0.6811,0.4001,0.3976
68.55,31.45,0.6,0.7711,0.7238,0.2289,0.6561,0.3766,0.3711
69.64,30.36,0.6265,0.7663,0.7283,0.2337,0.6736,0.3967,0.3928
69.64,30.36,0.6313,0.7614,0.7258,0.2386,0.6753,0.3961,0.3928
69.16,30.84,0.6361,0.747,0.7154,0.253,0.6735,0.3855,0.3831
69.64,30.36,0.6072,0.7855,0.739,0.2145,0.6667,0.3992,0.3928
69.28,30.72,0.6361,0.7494,0.7174,0.2506,0.6743,0.388,0.3855
69.4,30.6,0.612,0.7759,0.732,0.2241,0.6667,0.3933,0.388
67.23,32.77,0.5904,0.7542,0.7061,0.2458,0.643,0.3493,0.3446
70.72,29.28,0.6386,0.7759,0.7402,0.2241,0.6856,0.4184,0.4145
69.52,30.48,0.6747,0.7157,0.7035,0.2843,0.6888,0.3907,0.3904
68.92,31.08,0.6313,0.747,0.7139,0.253,0.6701,0.3809,0.3783
70,30,0.6386,0.7614,0.728,0.2386,0.6804,0.4031,0.4
69.4,30.6,0.612,0.7759,0.732,0.2241,0.6667,0.3933,0.388
69.52,30.48,0.6506,0.7398,0.7143,0.2602,0.681,0.3919,0.3904
70.6,29.4,0.6217,0.7904,0.7478,0.2096,0.6789,0.418,0.412
69.76,30.24,0.6337,0.7614,0.7265,0.2386,0.677,0.3984,0.3952
69.64,30.36,0.6241,0.7687,0.7296,0.2313,0.6727,0.3969,0.3928
70,30,0.6458,0.7542,0.7243,0.2458,0.6828,0.4024,0.4
69.28,30.72,0.6072,0.7783,0.7326,0.2217,0.664,0.3913,0.3855
68.55,31.45,0.6241,0.747,0.7115,0.253,0.665,0.3739,0.3711
69.76,30.24,0.6337,0.7614,0.7265,0.2386,0.677,0.3984,0.3952
69.64,30.36,0.6386,0.7542,0.7221,0.2458,0.6777,0.3954,0.3928
69.64,30.36,0.6241,0.7687,0.7296,0.2313,0.6727,0.3969,0.3928
69.64,30.36,0.641,0.7518,0.7209,0.2482,0.6786,0.3952,0.3928
70.36,29.64,0.6627,0.7446,0.7218,0.2554,0.691,0.4086,0.4072
70.48,29.52,0.6434,0.7663,0.7335,0.2337,0.6855,0.4128,0.4096
69.28,30.72,0.6145,0.7711,0.7286,0.2289,0.6667,0.3904,0.3855
69.76,30.24,0.6337,0.7614,0.7265,0.2386,0.677,0.3984,0.3952
69.16,30.84,0.7157,0.6675,0.6828,0.3325,0.6988,0.3836,0.3831
69.28,30.72,0.6241,0.7614,0.7235,0.2386,0.6701,0.3892,0.3855
69.04,30.96,0.612,0.7687,0.7257,0.2313,0.6641,0.3855,0.3807
69.4,30.6,0.6193,0.7687,0.728,0.2313,0.6693,0.3924,0.388
69.4,30.6,0.6217,0.7663,0.7268,0.2337,0.6701,0.3921,0.388
69.52,30.48,0.6289,0.7614,0.725,0.2386,0.6735,0.3938,0.3904
69.88,30.12,0.6675,0.7301,0.7121,0.2699,0.6891,0.3984,0.3976
69.16,30.84,0.6627,0.7205,0.7033,0.2795,0.6824,0.3838,0.3831
69.28,30.72,0.7277,0.6578,0.6802,0.3422,0.7031,0.3865,0.3855
70.48,29.52,0.6048,0.8048,0.756,0.1952,0.672,0.4181,0.4096
69.04,30.96,0.6506,0.7301,0.7068,0.2699,0.6775,0.3819,0.3807
69.64,30.36,0.6313,0.7614,0.7258,0.2386,0.6753,0.3961,0.3928
69.76,30.24,0.6337,0.7614,0.7265,0.2386,0.677,0.3984,0.3952
69.52,30.48,0.6289,0.7614,0.725,0.2386,0.6735,0.3938,0.3904
68.8,31.2,0.6145,0.7614,0.7203,0.2386,0.6632,0.38,0.3759
69.28,30.72,0.6578,0.7277,0.7073,0.2723,0.6816,0.3865,0.3855
69.04,30.96,0.6313,0.7494,0.7158,0.2506,0.6709,0.3834,0.3807
70,30,0.6554,0.7446,0.7196,0.2554,0.686,0.4016,0.4
69.76,30.24,0.6337,0.7614,0.7265,0.2386,0.677,0.3984,0.3952
69.64,30.36,0.6145,0.7783,0.7349,0.2217,0.6693,0.3982,0.3928
70.36,29.64,0.653,0.7542,0.7265,0.2458,0.6878,0.4093,0.4072
69.4,30.6,0.6386,0.7494,0.7182,0.2506,0.676,0.3904,0.388
69.76,30.24,0.6578,0.7373,0.7147,0.2627,0.6851,0.3964,0.3952
69.64,30.36,0.6313,0.7614,0.7258,0.2386,0.6753,0.3961,0.3928
70,30,0.6723,0.7277,0.7117,0.2723,0.6914,0.4006,0.4
69.4,30.6,0.6386,0.7494,0.7182,0.2506,0.676,0.3904,0.388
