65.57,34.43,0.7459,0.5656,0.6319,0.4344,0.6842,0.3167,0.3115
66.39,33.61,0.8279,0.5,0.6235,0.5,0.7113,0.3471,0.3279
61.48,38.52,0.7377,0.4918,0.5921,0.5082,0.6569,0.2368,0.2295
63.11,36.89,0.7459,0.5164,0.6067,0.4836,0.6691,0.2695,0.2623
67.62,32.38,0.8443,0.5082,0.6319,0.4918,0.7228,0.3742,0.3525
62.3,37.7,0.7377,0.5082,0.6,0.4918,0.6618,0.2526,0.2459
63.11,36.89,0.6475,0.6148,0.627,0.3852,0.6371,0.2624,0.2623
65.98,34.02,0.8934,0.4262,0.6089,0.5738,0.7243,0.3616,0.3197
64.75,35.25,0.6639,0.6311,0.6429,0.3689,0.6532,0.2952,0.2951
59.43,40.57,0.7541,0.4344,0.5714,0.5656,0.6502,0.199,0.1885
66.8,33.2,1,0.3361,0.601,0.6639,0.7508,0.4494,0.3361
64.34,35.66,0.7787,0.5082,0.6129,0.4918,0.6859,0.298,0.2869
63.93,36.07,0.7705,0.5082,0.6104,0.4918,0.6812,0.2888,0.2787
62.3,37.7,0.7377,0.5082,0.6,0.4918,0.6618,0.2526,0.2459
59.43,40.57,0.6639,0.5246,0.5827,0.4754,0.6207,0.1904,0.1885
66.8,33.2,0.7623,0.5738,0.6414,0.4262,0.6966,0.3422,0.3361
66.8,33.2,0.7295,0.6066,0.6496,0.3934,0.6873,0.3386,0.3361
63.93,36.07,0.6803,0.5984,0.6288,0.4016,0.6535,0.2796,0.2787
63.93,36.07,0.6639,0.6148,0.6328,0.3852,0.648,0.279,0.2787
65.57,34.43,0.7869,0.5246,0.6234,0.4754,0.6957,0.3228,0.3115
67.62,32.38,0.7623,0.5902,0.6503,0.4098,0.7019,0.3578,0.3525
62.3,37.7,0.7869,0.459,0.5926,0.541,0.6761,0.2603,0.2459
63.93,36.07,0.8115,0.4672,0.6037,0.5328,0.6923,0.2968,0.2787
63.93,36.07,0.8443,0.4344,0.5988,0.5656,0.7007,0.3055,0.2787
